Filename,Reference Text,Transcribed Text,wer,wer c
common_voice_he_41605169,האם למשל להעביר אדמות לתושבים הערבים זה ציוני או לא ציוני,האם למשל להעביר אדמות לתושבים הערבים זה ציוני או לא ציוני?,0.0909,0
common_voice_he_38118876,נוח לו לאדם להיקבר עמוק באדמה מאשר ללכת למדינה ארורה זו!,נוח לו לאדם להיקבר עמוק באדמה מאשר ללכת למדינה ארורה זו.,0.0909,0
common_voice_he_39753058,ומן הראוי היה שמשרד החינוך יעסוק היום בדברים הרבה יותר חשובים,ומן הראוי היה שמשרד החינוך יעסוק היום בדברים הרבה יותר חשובים.,0.0909,0
common_voice_he_39753089,החל המשרד לטפל בבעיה החמורה הזאת כמו בעוד כמה בעיות חמורות,החל המשרד לטפל בבעיה החמורה הזאת כמו בעוד כמה בעיות חמורות.,0.0909,0
common_voice_he_39753168,זה יתוקן בפרוטוקול ואני מניח שלא תקבלי מכתב פיטורים בדקות הקרובות,זה יתוקן בפרוטוקול ואני מניח שלא תקבלי מכתב פיטורים בדקות הקרובות.,0.0909,0
common_voice_he_39753185,האם להעביר אדמות להקמת יישוב ערבי זה ציוני או לא ציוני,האם להעביר אדמות להקמת יישוב ערבי זה ציוני או לא ציוני?,0.0909,0
common_voice_he_39753613,אבל אני רוצה להמשיך או לפתוח בנקודה שאיתן נגע בה באקראי,אבל אני רוצה להמשיך או לפתוח בנקודה שאיתן נגע בה באקראי.,0.0909,0
common_voice_he_39753642,אך בבואו לפסוק הוא מחויב להתחשב אך ורק בעובדות המובאות בפניו,אך בבואו לפסוק הוא מחויב להתחשב אך ורק בעובדות המובאות בפניו.,0.0909,0
common_voice_he_39753653,המסורת היהודית לא אפשרה לאדם לקבל ריבית כאשר הוא נותן הלוואה,המסורת היהודית לא אפשרה לאדם לקבל ריבית כאשר הוא נותן הלוואה.,0.0909,0
common_voice_he_39771128,כי היא באמת באה ליצור מגבלה לגבי גובה השכר בגופים הנתמכים,כי היא באמת באה ליצור מגבלה לגבי גובה השכר בגופים הנתמכים.,0.0909,0
common_voice_he_39937169,וכמה משמח היה לראות איך פתאום נתגלה רצון עז בין החברות,וכמה משמח היה לראות איך פתאום נתגלה רצון עז בין החברות.,0.0909,0
common_voice_he_39937264,"אנחנו מציינים בימים אלו מאה שנים להולדתו של מפקד האצל הנערץ""",אנחנו מציינים בימים אלו מאה שנים להולדתו של מפקד האצל הנערץ.,0.0909,0
common_voice_he_39937269,זה כזב שאפשר להגיע לצמיחה כלכלית יחד עם המשך הכיבוש והעימות,זה כזב שאפשר להגיע לצמיחה כלכלית יחד עם המשך הכיבוש והעימות.,0.0909,0
common_voice_he_41616635,כדי שנדע איפה אנחנו עומדים ונראה איך אנחנו צריכים לטפל בסוגיה הזאת,כדי שנדע איפה אנחנו עומדים ונראה איך אנחנו צריכים לטפל בסוגיה הזאת.,0.0833,0
common_voice_he_41486387,כי אדם שחי נגיד מקצבת ביטוח לאומי והוא שוכר דירה בשוק החופשי,כי אדם שחי נגיד מקצבת ביטוח לאומי והוא שוכר דירה בשוק החופשי.,0.0833,0
common_voice_he_39326815,משום שבעניינים מן הסוג הזה אין שמש בגבעון דום וירח בעמק איילון,משום שבעניינים מן הסוג הזה אין שמש בגבעון דום וירח בעמק איילון.,0.0833,0
common_voice_he_39753225,שתפעיל בתוך פרק זמן קצר תוכנית פיילוט להגברת הפיקוח והאכיפה בדרום הארץ,שתפעיל בתוך פרק זמן קצר תוכנית פיילוט להגברת הפיקוח והאכיפה בדרום הארץ.,0.0833,0
common_voice_he_39753440,אב הפעוטה לא נחקר תחת אזהרה כי אם נגבתה ממנו עדות פתוחה,אב הפעוטה לא נחקר תחת אזהרה כי אם נגבתה ממנו עדות פתוחה.,0.0833,0
common_voice_he_39753519,הדבר הזה חמור במיוחד כלפי חולים כרוניים שמקבלים מרשמים מדי חודש בחודשו,הדבר הזה חמור במיוחד כלפי חולים כרוניים שמקבלים מרשמים מדי חודש בחודשו.,0.0833,0
common_voice_he_39771294,כי דיברנו מספיק ועכשיו אנחנו צריכים לעשות ואף אחד לא פטור מזה,כי דיברנו מספיק ועכשיו אנחנו צריכים לעשות ואף אחד לא פטור מזה.,0.0833,0
common_voice_he_39937182,כי כאשר החלטנו שלמשל מתדלקים או מי שעובד במלונאות ירוויח שכר הולם,כי כאשר החלטנו שלמשל מתדלקים או מי שעובד במלונאות ירוויח שכר הולם.,0.0833,0
common_voice_he_40612855,מצד שני ברדיו מכניסים הפרטה כזאת שספק אם הרדיו הממלכתי יוכל להמשיך להתקיים,מצד שני ברדיו מכניסים הפרטה כזאת שספק אם הרדיו הממלכתי יוכל להמשיך להתקיים.,0.0769,0
common_voice_he_41616728,פגישות וישיבות שבהם נוטלים חלק כל הגורמים שקשורים להפקת אירוע כה מורכב וסבוך,פגישות וישיבות שבהם נוטלים חלק כל הגורמים  שקשורים להפקת אירוע כה מורכב וסבוך.,0.0769,0
common_voice_he_41486372,תקיימנה דיאלוג פתוח ומעמיק אשר יאפשר להן להבריא פצעים שנותרו פתוחים עשרות שנים,תקיימנה דיאלוג פתוח ומעמיק אשר יאפשר להן  להבריא פצעים שנותרו פתוחים עשרות שנים.,0.0769,0
common_voice_he_39327141,כל מה שטיפחתי בעומק לבי בשנה האחרונה – אין להם עדיין יסוד איתן.,כל מה שטיפחתי בעומק לבי בשנה האחרונה אין להם עדיין יסוד איתן.,0.0769,0
common_voice_he_39327148,יש לנו הרבה מה לומר בהקשר של אותם נושאים שמופקדים בידי משטרת ישראל,יש לנו הרבה מה לומר בהקשר של אותם נושאים שמופקדים בידי משטרת ישראל.,0.0769,0
common_voice_he_39753499,אבל רק נגיד דבר אחד: מעולם לא הייתי בישיבות שלמרות שהקשבתי קשב רב,אבל רק נגיד דבר אחד מעולם לא הייתי בישיבות שלמרות שהקשבתי קשב רב,0.0769,0
common_voice_he_39771197,בגל הקיצוצים הנוכחי מוצגים חלק גדול מאוד מעובדי השירותים הציבוריים ככאלה שהם מיותרים,בגל הקיצוצים הנוכחי מוצגים חלק גדול מאוד מעובדי  השירותים הציבוריים ככאלה שהם מיותרים.,0.0769,0
common_voice_he_39785512,כי רנטות מחושבות כהכנסה לשם גביית אחוזים בעבור תשלום שכר דירה בדיור מוגן,כי רנטות מחושבות כהכנסה לשם גביית אחוזים בעבור תשלום שכר דירה בדיור מוגן.,0.0769,0
common_voice_he_39937171,"הקל היועץ המשפטי מאוד עם ניצב מזרחי וספק אם החלטתו עומדת במבחן בוזגלו""",הקל היועץ המשפטי מאוד עם ניצב מזרחי וספק אם החלטתו עומדת במבחן בוזגלו.,0.0769,0
common_voice_he_40001960,הרכבת הקלה בתל אביב עוברת מתחת לאדמה ומגיעה עד פתח תקווה וליד יפו,הרכבת הקלה בתל אביב עוברת מתחת לאדמה ומגיעה עד פתח תקווה וליד יפו.,0.0769,0
common_voice_he_43539852,אבל אני חייבת לפתוח ולהביע תמיהה על כך שאתה מבקש לקיים דיון מחודש,אבל אני חייבת לפתוח ולהביע תמיהה על כך שאתה מבקש לקיים דיון מחודש.,0.0769,0
common_voice_he_41019457,על מנת לסבר את האוזן אתכבד להביא בפניכם נתונים מספריים מהשטח בהתייחס לציבור הקשישים,על מנת לסבר את האוזן אתכבד להביא בפניכם נתונים מספריים מהשטח  בהתייחס לציבור הקשישים.,0.0714,0
common_voice_he_43503045,והכנת תוכנית סדורה לטיפול והסרת לוחות אזבסט פריך בשיתוף פעולה עם המשרד לאיכות הסביבה,והכנת תוכנית סדורה לטיפול והסרת לוחות  אזבסט פריך בשיתוף פעולה עם המשרד לאיכות הסביבה.,0.0714,0
common_voice_he_39327125,נבקש לציין כי במקרים מתאימים תיבחן גם האפשרות לעתור למעצר ממש עד תום ההליכים,נבקש לציין כי במקרים מתאימים תיבחן גם  האפשרות לעתור למעצר ממש עד תום ההליכים.,0.0714,0
common_voice_he_39753573,יש חשיבות רבה לכך שוועדות הערר יפעלו באופן שיאפשר להן להגן על זכויות המשתתפים,יש חשיבות רבה לכך שוועדות הערר יפעלו  באופן שיאפשר להן להגן על זכויות המשתתפים.,0.0714,0
common_voice_he_39753602,סוגיה זו שלובה בתהליך המדיני בכללותו וקשורה גם למדיניות הכוללת לגבי הנעשה ביהודה ושומרון,סוגיה זו שלובה בתהליך המדיני בכללותו וקשורה  גם למדיניות הכוללת לגבי הנעשה ביהודה ושומרון.,0.0714,0
common_voice_he_39753631,ובגלל זה פתחו לו את הראש פעמיים ושרפו את המכונית שלו ומיגנו את ביתו,ובגלל זה פתחו לו את הראש פעמיים ושרפו את המכונית שלו ומיגנו את ביתו.,0.0714,0
common_voice_he_39937272,"המוזיקה של קירל היא בעיקר בסגנון הפופ, אך היא משלבת בתוכה גם סגנונות שונים","המוזיקה של קירל היא בעיקר בסגנון הפופ,  אך היא משלבת בתוכה גם סגנונות שונים.",0.0714,0
common_voice_he_40067774,"איגוד ערים ושירותי כבאות, אזור אשקלון","איגוד ערים ושירותי כבאות, אזור אשקלון",0,0
common_voice_he_38883689,הוא הרועה שלי.,הוא הרועה שלי.,0,0
common_voice_he_41616761,"המוזיקה, האמנות הפלסטית, המחול, הספרות, השירה","המוזיקה, האמנות הפלסטית, המחול, הספרות, השירה",0,0
common_voice_he_41616772,כאשר חזרו ראשוני הציונות אל הרעיון הציוני,כאשר חזרו ראשוני הציונות אל הרעיון הציוני,0,0
common_voice_he_41486359,מאמא אני מקבלת מכתבים כסדר.,מאמא אני מקבלת מכתבים כסדר.,0,0
common_voice_he_41486368,כמה עולה המוצר הזה?,כמה עולה המוצר הזה?,0,0
common_voice_he_41605156,השבוע קיבלתי מכתב מרעייתו והזדעזעתי לשמוע שהאיש,השבוע קיבלתי מכתב מרעייתו והזדעזעתי לשמוע שהאיש,0,0
common_voice_he_41605158,כשיצאתי מהמערה השמש הייתה כל כך חזקה שלא יכולתי לנשום.,כשיצאתי מהמערה השמש הייתה כל כך חזקה שלא יכולתי לנשום.,0,0
common_voice_he_41605159,שינויים ושיפורים משמעותיים לטובת חיילי המילואים,שינויים ושיפורים משמעותיים לטובת חיילי המילואים,0,0
common_voice_he_39326825,אין רואים כלל את הבחור?,אין רואים כלל את הבחור?,0,0
common_voice_he_39326854,זמן רב לא כתבתי.,זמן רב לא כתבתי.,0,0
common_voice_he_39326863,אבל לפעמים אני חושבת שהייתי יכולה לנצל שנה זו ללימודים יותר חשובים.,אבל לפעמים אני חושבת שהייתי יכולה לנצל שנה זו ללימודים יותר חשובים.,0,0
common_voice_he_39327004,אין הוא יכול לחכות יותר.,אין הוא יכול לחכות יותר.,0,0
common_voice_he_39327006,כל האחים במשפחה נראים כמו תאומים אחד של השני.,כל האחים במשפחה נראים כמו תאומים אחד של השני.,0,0
common_voice_he_39327020,"זה הקושי היחידי. היחידי? כן, סבורה אני.","זה הקושי היחידי.  היחידי?  כן, סבורה אני.",0,זה הקושי היחידי היחידי כן סבורה אני
common_voice_he_39327033,חמוציות זה לאירועים מיוחדים.,חמוציות זה לאירועים מיוחדים.,0,0
common_voice_he_39327047,הוא מוביל אותי לצד הנהר השקט.,הוא מוביל אותי לצד הנהר השקט.,0,0
common_voice_he_39327107,זה אושר גדול לראות אתכם.,זה אושר גדול לראות אתכם.,0,0
common_voice_he_39327124,כשתצא מכאן שוב אשאר לבדי.,כשתצא מכאן שוב אשאר לבדי.,0,0
common_voice_he_39327140,כל השאר אינו ולא כלום לעומת קושי זה.,כל השאר אינו ולא כלום לעומת קושי זה.,0,0
common_voice_he_39327181,וכך בכל פעם יש איזה שינוי.,וכך בכל פעם יש איזה שינוי.,0,0
common_voice_he_39642807,בקריאת מכתב שקיבלתי כאשר ביקרתי בנצרים,בקריאת מכתב שקיבלתי כאשר ביקרתי בנצרים,0,0
common_voice_he_38085635,הקיר הזה לבן מדי.,הקיר הזה לבן מדי.,0,0
common_voice_he_38085643,עומד לרדת גשם,עומד לרדת גשם,0,0
common_voice_he_38085655,אבל לכתוב? על מה לכתוב?,אבל לכתוב?  על מה לכתוב?,0,0
common_voice_he_38094125,אני רוצה לקנות בגדים ביום שלישי.,אני רוצה לקנות בגדים ביום שלישי.,0,0
common_voice_he_38104808,לא נעים לי להגיד לכם את האמת.,לא נעים לי להגיד לכם את האמת.,0,0
common_voice_he_38142070,אני מרגישה שאני כותבת לא בדיוק מה שברצוני לבטא.,אני מרגישה שאני כותבת לא בדיוק מה שברצוני לבטא.,0,0
common_voice_he_38142079,הם נותנים לי כוח.,הם נותנים לי כוח.,0,0
common_voice_he_38146669,"האוזניים שלי מחודדות, גם של סבתא שלי כאלה.","האוזניים שלי מחודדות,  גם של סבתא שלי כאלה.",0,0
common_voice_he_39844333,הקול קול אהוד והידיים ידי ביבי,הקול קול אהוד והידיים ידי ביבי,0,0
common_voice_he_39753243,"שפיר ושמואל, הנכדים, אחיו, אריה שילנסקי","שפיר ושמואל, הנכדים, אחיו, אריה שילנסקי",0,0
common_voice_he_39753268,הקניון הגדול מקבוצת עזריאלי,הקניון הגדול מקבוצת עזריאלי,0,0
common_voice_he_39753472,"ספר לי אהובי על חייך, על ילדותך.","ספר לי אהובי על חייך, על ילדותך.",0,0
common_voice_he_39753488,היא גורמת לכך שלא רק היא,היא גורמת לכך שלא רק היא,0,0
common_voice_he_39753498,"אם אתם רוצים תרומה, למה לא פשוט לבקש?","אם אתם רוצים תרומה, למה לא פשוט לבקש?",0,0
common_voice_he_39753501,אנחנו הכנסנו סנקציות מאוד מאוד מחמירות בשלושה מישורים,אנחנו הכנסנו סנקציות מאוד מאוד מחמירות בשלושה מישורים,0,0
common_voice_he_39753572,אל תדליק את האור עדיין.,אל תדליק את האור עדיין.,0,0
common_voice_he_39753601,אני חושב שבסיום עבודת הוועדה בראשות פרופסור שטיינברג,אני חושב שבסיום עבודת הוועדה בראשות פרופסור שטיינברג,0,0
common_voice_he_39753603,גורמי הבטיחות וההצלה כמו כיבוי אש,גורמי הבטיחות וההצלה כמו כיבוי אש,0,0
common_voice_he_39753658,הקיצוץ הקשה והכואב במענקי האיזון ובתקציבי הרשויות המקומיות,הקיצוץ הקשה והכואב במענקי האיזון ובתקציבי הרשויות המקומיות,0,0
common_voice_he_39771144,עבירת אלימות חמורה או עבירה מסוג פשע,עבירת אלימות חמורה או עבירה מסוג פשע,0,0
common_voice_he_39785412,כאילו לא ניהלתם ויכוח עם המשטרה,כאילו לא ניהלתם ויכוח עם המשטרה,0,0
common_voice_he_39937175,"סחבת, תיקים שנערמים, תיקי הוצאה לפועל","סחבת, תיקים שנערמים, תיקי הוצאה לפועל",0,0
common_voice_he_39937265,בית המשפט הוא אחת משלושת הרשויות המדיניות בדמוקרטיות.,בית המשפט הוא אחת משלושת הרשויות המדיניות בדמוקרטיות.,0,0
common_voice_he_40001946,דווקא בגלל זה אני מציע לידידי,דווקא בגלל זה אני מציע לידידי,0,0
common_voice_he_43539839,הנתונים להסתה פרועה מצד מפלגה זו,הנתונים להסתה פרועה מצד מפלגה זו,0,0
common_voice_he_43539859,"יחד עם זאת, אני מרגישה כאן בטוב.","יחד עם זאת, אני מרגישה כאן בטוב.",0,0
